Age,Gender,Years at address,Employment status,Country,Current debt,Postcode,Income,Own home,CCJs,Loan amount,Outcome
51,F,21,Employed,UK,4770,SW14 8RY,34000,Rent,0,2137,Paid
69,F,22,Unemployed,UK,310,TW13 6LG,48000,Own,0,9393,Paid
23,M,6,Self Employed,UK,650,W10 6HG,22500,Mortgage,1,12614,Paid
57,F,10,Self Employed,UK,3050,G20 6AW,53500,Own,1,4928,Defaulted
39,M,6,Employed,UK,4660,W5 4ST,53500,Rent,3,26956,Defaulted
73,F,38,Unemployed,UK,220,NP25 4QD,33500,Own,2,29870,Defaulted
37,M,2,Employed,UK,1300,DN37 8NR,38000,Rent,0,20750,Defaulted
66,F,31,Self Employed,UK,10,DN1 2LW,23000,Own,2,8560,Paid
18,F,1,Unemployed,UK,20,SA40 9YH,38000,Own,2,29872,Paid
43,F,7,Unemployed,UK,0,CF15 8DB,54500,Rent,0,45514,Defaulted
26,F,7,Self Employed,UK,6740,NW5 3EF,42000,Rent,1,3345,Defaulted
56,F,7,Self Employed,UK,5730,DT4 7JB,50500,Own,1,47662,Paid
55,F,18,Employed,UK,7200,BS40 6JD,44000,Own,1,42057,Paid
72,M,17,Employed,UK,420,SE24 0NY,46000,Own,3,40713,Defaulted
51,M,1,Employed,UK,660,TN2 4UP,24500,Own,1,7250,Paid
43,F,13,Self Employed,UK,1330,M14 7QD,21000,Mortgage,0,13877,Defaulted
42,M,19,Self Employed,UK,9260,LD3 0UG,180000,Own,0,17846,Paid
41,F,21,Employed,UK,0,SW1V 4QF,18500,Own,1,3822,Paid
83,M,3,Self Employed,UK,1940,BT5 7FL,8500,Rent,3,146,Defaulted
47,M,26,Self Employed,UK,4710,BD11 1DA,35000,Own,3,11159,Defaulted
38,M,21,Self Employed,UK,90,BT32 4HA,47500,Rent,2,32337,Defaulted
18,M,1,Unemployed,UK,1450,BT26 6AG,39500,Mortgage,0,33385,Paid
20,M,3,Self Employed,UK,2900,NG5 3GQ,26000,Own,2,22320,Paid
39,F,18,Self Employed,UK,4790,ME13 0BL,51500,Mortgage,3,1640,Defaulted
45,M,18,Unemployed,UK,40,SW18 2AP,38500,Mortgage,3,29383,Defaulted
81,F,16,Unemployed,UK,9890,EX10 8HP,35000,Own,1,23369,Defaulted
48,M,27,Self Employed,UK,1330,SL8 5LF,44500,Own,1,27999,Defaulted
88,M,39,Self Employed,UK,5520,SW6 4QH,40000,Mortgage,3,24379,Defaulted
32,F,2,Self Employed,UK,9690,SE15 4AB,50000,Own,1,35622,Defaulted
34,F,12,Self Employed,UK,50,IM9 6ET,13500,Own,3,4724,Defaulted
64,F,30,Unemployed,UK,400,NG12 5FJ,50500,Own,1,18285,Paid
44,M,11,Self Employed,UK,690,SY7 8JG,45000,Rent,1,27712,Paid
22,M,1,Self Employed,UK,4290,DE23 1FT,52500,Mortgage,2,1145,Defaulted
67,M,36,Unemployed,UK,3260,EN5 4PU,35500,Mortgage,1,10021,Paid
83,F,6,Self Employed,UK,1660,PE28 9HS,51000,Mortgage,0,32494,Paid
81,M,47,Self Employed,UK,3990,HG1 4SR,49500,Mortgage,1,23302,Paid
30,F,3,Unemployed,UK,150,GU2 9LF,21000,Rent,1,4817,Paid
29,F,12,Unemployed,UK,2280,DT10 1BX,46500,Own,2,5760,Defaulted
39,M,9,Unemployed,UK,3180,BS8 2UU,45000,Own,0,11591,Paid
44,M,24,Self Employed,UK,1770,AL1 4DD,51500,Own,2,48690,Defaulted
30,F,3,Employed,UK,9730,BT23 8RE,44500,Rent,2,25427,Defaulted
84,M,43,Unemployed,UK,1780,BT18 0LT,54500,Mortgage,2,42320,Defaulted
34,F,2,Self Employed,UK,9450,SM7 1EE,45000,Mortgage,0,20978,Defaulted
47,M,17,Self Employed,UK,710,CF64 3JD,33000,Own,1,30153,Paid
34,F,14,Self Employed,UK,7090,N21 1DX,53000,Own,2,28251,Defaulted
36,F,18,Self Employed,UK,4030,BT41 1HJ,44500,Own,0,38561,Paid
27,F,7,Employed,UK,0,HS1 2HP,34500,Mortgage,0,30636,Paid
23,F,3,Self Employed,UK,6110,SW6 3RT,41000,Mortgage,2,16199,Defaulted
65,F,8,Unemployed,UK,30,DE4 3DU,51500,Own,1,12382,Paid
82,F,13,Self Employed,UK,530,BT19 1LE,28500,Own,1,4029,Paid
46,M,27,Self Employed,UK,90,HA5 3LA,48500,Own,0,30037,Paid
58,F,34,Self Employed,UK,890,SW18 3NN,48500,Own,1,21590,Paid
18,F,1,Unemployed,UK,7320,BT67 0BG,41500,Own,2,26073,Defaulted
38,M,20,Self Employed,UK,0,HP18 9EN,45500,Own,3,18376,Defaulted
27,F,3,Self Employed,UK,3750,EH54 6GE,45500,Mortgage,0,25872,Defaulted
19,F,2,Unemployed,UK,690,OX3 8AX,49500,Own,1,1649,Paid
22,M,4,Self Employed,UK,170,TW11 0QE,22500,Own,1,15416,Paid
85,M,60,Unemployed,UK,910,ST13 7RR,34500,Own,2,8313,Defaulted
26,F,6,Unemployed,UK,8840,BT38 8TZ,44000,Own,1,6163,Paid
65,F,33,Self Employed,UK,3700,GU28 0AB,31000,Mortgage,0,19737,Paid
18,M,1,Employed,UK,1080,CA12 4AP,34500,Own,1,18744,Paid
80,M,51,Self Employed,UK,1270,NW8 7DB,52500,Own,1,46439,Paid
52,M,31,Self Employed,UK,1610,DY8 2JZ,52500,Rent,1,35593,Paid
47,F,30,Employed,UK,9670,EN1 2EB,22500,Rent,2,13701,Defaulted
19,M,1,Self Employed,UK,250,AB14 0RR,49000,Rent,1,39384,Paid
18,F,1,Unemployed,UK,1870,E3 5DB,54000,Rent,1,23561,Paid
23,F,3,Unemployed,UK,1170,CA28 6LE,46500,Rent,2,22548,Defaulted
43,F,25,Self Employed,UK,2170,HR8 1AR,42500,Own,1,24779,Paid
52,F,7,Employed,UK,610,SW12 9RU,39500,Own,1,22237,Paid
76,M,3,Self Employed,UK,1440,G13 1GF,21500,Own,0,5087,Paid
28,F,10,Self Employed,UK,9150,TR11 5AH,48500,Mortgage,0,37417,Defaulted
68,M,16,Employed,UK,480,BT4 2RH,37000,Own,2,3000,Paid
65,F,1,Self Employed,UK,580,BT6 0JA,53500,Mortgage,0,7884,Paid
43,M,15,Employed,UK,5510,W5 4EU,36500,Mortgage,0,5745,Paid
78,M,2,Self Employed,UK,30,BN27 2RB,31500,Mortgage,3,7854,Paid
73,M,43,Self Employed,UK,50,SW11 3PA,19500,Own,2,6967,Paid
46,M,9,Employed,UK,8740,BS25 5RE,44500,Rent,2,4294,Defaulted
33,M,4,Unemployed,UK,510,BN3 3TJ,39000,Own,1,37240,Paid
44,M,15,Unemployed,UK,4070,FK6 5BW,29000,Own,1,22985,Paid
36,M,6,Employed,UK,940,BT55 7SU,48000,Own,0,7366,Paid
53,M,36,Unemployed,UK,7600,CO13 9DY,20500,Own,0,13542,Paid
70,M,10,Self Employed,UK,5350,KA7 4HY,21000,Own,1,20934,Paid
47,M,5,Unemployed,UK,1130,OX2 7NF,45000,Mortgage,0,27111,Paid
38,F,18,Self Employed,UK,7910,EH10 7EG,23000,Own,1,12611,Paid
53,F,33,Self Employed,UK,7910,NW3 5LU,35000,Own,0,5222,Paid
29,M,3,Self Employed,UK,7120,NE26 3BD,33500,Own,3,17113,Defaulted
64,F,10,Self Employed,UK,7890,WA4 6RP,39500,Own,2,37621,Defaulted
56,M,36,Unemployed,UK,310,TQ10 9NR,33500,Mortgage,1,19778,Paid
67,M,28,Self Employed,UK,10,SE8 4DU,54500,Own,0,28699,Defaulted
26,F,6,Unemployed,UK,500,BT53 7PR,50500,Own,0,14673,Paid
25,F,2,Self Employed,UK,400,BT20 5HX,12500,Own,0,5037,Paid
38,M,2,Self Employed,UK,3860,WF14 9JU,33000,Own,0,983,Paid
46,M,3,Self Employed,UK,3010,GU28 0AB,24000,Own,2,4666,Defaulted
50,M,24,Unemployed,UK,2590,SW17 7DW,37500,Mortgage,1,16096,Paid
44,F,17,Self Employed,UK,30,KT8 9LD,45500,Mortgage,1,15662,Paid
71,F,46,Self Employed,UK,120,BS6 7EX,43500,Mortgage,0,9506,Paid
34,F,5,Unemployed,UK,3880,W12 9HU,39500,Mortgage,1,28915,Paid
42,M,16,Self Employed,UK,80,W14 9JB,31000,Own,0,18932,Paid
19,M,2,Employed,UK,3620,BT27 4LF,54000,Mortgage,1,24676,Paid
40,M,23,Self Employed,UK,1750,CM1 3SF,51000,Mortgage,0,15703,Paid
29,F,7,Self Employed,UK,3990,TN2 5EG,21000,Rent,3,1774,Defaulted
79,F,4,Unemployed,UK,1710,GL53 0NG,30500,Rent,0,23595,Paid
76,F,44,Self Employed,UK,620,PR9 7NU,40500,Mortgage,0,13325,Paid
39,F,12,Employed,UK,990,CA21 2YT,25000,Mortgage,0,10123,Paid
39,F,1,Self Employed,UK,2840,EX10 9SD,35000,Own,1,20712,Paid
19,M,1,Employed,UK,6650,KT7 0HZ,53000,Rent,1,52661,Defaulted
28,F,5,Self Employed,UK,500,WR6 6TA,52000,Mortgage,0,26772,Paid
29,M,4,Self Employed,UK,5860,G42 9AN,47500,Own,2,25867,Defaulted
58,M,3,Unemployed,UK,9610,TN6 3LQ,19000,Mortgage,3,4344,Paid
74,M,53,Employed,UK,2580,SA3 4TS,17000,Mortgage,2,16826,Defaulted
83,F,1,Self Employed,UK,7140,MK11 1BQ,29500,Own,0,9035,Paid
66,M,32,Employed,UK,140,BT71 6QB,14500,Own,0,732,Defaulted
77,F,5,Self Employed,UK,8850,PH2 7RS,14000,Mortgage,2,5513,Paid
84,F,36,Self Employed,UK,300,LL15 1DF,13000,Own,0,8114,Paid
60,F,6,Unemployed,UK,1490,GL8 8DR,36000,Mortgage,0,2912,Defaulted
26,M,8,Unemployed,UK,380,SE19 2HP,36000,Own,0,26269,Defaulted
71,M,22,Employed,UK,5820,LA11 7QB,30000,Mortgage,0,4475,Paid
55,F,17,Unemployed,UK,8180,LA8 8NZ,32500,Rent,2,17713,Defaulted
27,M,8,Unemployed,UK,50,GY3 5JU,37500,Own,0,34711,Paid
72,F,13,Unemployed,UK,2640,CA27 0DE,35000,Mortgage,2,20278,Defaulted
72,M,49,Self Employed,UK,20,NN4 6JW,29000,Mortgage,0,712,Paid
85,F,52,Unemployed,UK,2240,BT8 6JP,16000,Own,0,11301,Defaulted
56,F,26,Employed,UK,3670,BS29 6BT,52000,Mortgage,1,39225,Paid
30,F,1,Employed,UK,2580,PL23 1JL,32500,Own,2,28553,Paid
89,F,40,Unemployed,UK,220,N10 3QG,42000,Rent,1,10696,Paid
61,M,44,Self Employed,UK,10,SW5 9TF,47500,Own,1,1729,Paid
74,F,7,Self Employed,UK,1200,N19 5GS,40500,Own,1,1060,Defaulted
62,F,43,Unemployed,UK,9790,LS22 5AA,12500,Own,3,3902,Defaulted
25,M,6,Unemployed,UK,330,CB3 7AP,44000,Mortgage,0,7005,Paid
44,M,4,Self Employed,UK,1940,HP22 5TY,12500,Mortgage,3,5589,Defaulted
22,F,2,Self Employed,UK,3380,WA6 0HT,45000,Own,0,21107,Defaulted
33,M,4,Employed,UK,2530,TW2 5JR,20500,Own,0,5906,Defaulted
35,F,7,Unemployed,UK,2760,NP7 7BQ,39500,Mortgage,1,12733,Defaulted
18,F,1,Unemployed,UK,5180,EX17 6SE,28000,Rent,1,236,Paid
56,F,4,Unemployed,UK,9090,LA23 2JR,54500,Mortgage,1,19033,Defaulted
18,M,1,Unemployed,UK,2500,NE6 5DY,51500,Mortgage,1,23420,Paid
62,M,32,Self Employed,UK,1400,EN5 2PD,33500,Own,2,22320,Paid
29,F,12,Self Employed,UK,7650,SE20 7UQ,44000,Mortgage,1,2662,Paid
62,M,9,Self Employed,UK,3650,LL53 7BG,37000,Own,1,2700,Paid
74,M,47,Employed,UK,6040,CM13 3PB,37500,Rent,3,35539,Defaulted
21,F,4,Employed,UK,630,CM11 2XA,43500,Mortgage,1,4836,Paid
29,M,1,Employed,UK,4540,G77 6QH,54000,Mortgage,1,42210,Paid
25,M,4,Self Employed,UK,2310,BT38 9AB,46000,Mortgage,1,24916,Paid
85,F,5,Self Employed,UK,1070,LS23 6HT,33000,Mortgage,0,23555,Paid
61,M,24,Self Employed,UK,7350,BT20 3RE,35000,Mortgage,0,3129,Paid
67,F,10,Unemployed,UK,6120,CM3 4NT,51000,Own,0,39721,Paid
70,F,27,Unemployed,UK,5290,MK40 2LU,51500,Own,3,20966,Paid
52,M,6,Unemployed,UK,3380,RM17 6HW,35500,Own,0,24234,Paid
26,M,8,Self Employed,UK,410,KT20 5NB,50500,Own,0,240,Paid
67,F,24,Employed,UK,230,SW16 1AF,30000,Own,1,11688,Paid
34,F,11,Self Employed,UK,3680,SO32 2BJ,38000,Mortgage,2,4137,Defaulted
66,M,29,Unemployed,UK,130,RG29 1DN,31500,Rent,2,17150,Defaulted
23,M,4,Unemployed,UK,3690,YO23 1JJ,38500,Mortgage,1,15679,Paid
65,F,10,Self Employed,UK,7840,GU51 4EY,48000,Own,0,35,Paid
71,F,6,Self Employed,UK,3880,BA1 5EX,37500,Mortgage,0,31668,Paid
75,F,45,Unemployed,UK,1770,N10 2BN,45000,Own,1,677,Paid
21,F,2,Self Employed,UK,1110,SG8 8PX,46000,Mortgage,0,4024,Defaulted
84,M,28,Employed,UK,6320,PE12 8NS,51500,Mortgage,1,27893,Paid
65,F,5,Self Employed,UK,6400,RG9 1XG,33000,Own,1,7552,Paid
23,M,6,Self Employed,UK,8050,SA69 9AE,50000,Mortgage,1,24109,Defaulted
27,M,1,Self Employed,UK,3060,RH1 6LZ,21500,Mortgage,1,8102,Defaulted
72,F,27,Self Employed,UK,250,BR6 0AJ,45500,Own,0,41591,Paid
67,F,15,Self Employed,UK,9150,CV37 7PJ,32000,Mortgage,2,6175,Defaulted
73,F,11,Unemployed,UK,3240,GU8 6QE,52000,Mortgage,2,16486,Paid
67,F,32,Self Employed,UK,1640,MK18 2FN,34500,Mortgage,2,11344,Paid
21,M,3,Unemployed,UK,1670,SW12 9NS,19000,Mortgage,0,12497,Defaulted
52,M,18,Self Employed,UK,180,HU17 0ET,21500,Own,1,5112,Paid
80,F,26,Self Employed,UK,5850,KT11 3EZ,28500,Mortgage,1,24086,Defaulted
41,M,12,Employed,UK,3320,GU5 0PL,23500,Own,0,18171,Paid
42,M,17,Self Employed,UK,8150,WR2 4BU,33000,Rent,0,6888,Defaulted
64,M,23,Unemployed,UK,250,TN13 3BT,41500,Mortgage,1,8374,Defaulted
25,M,1,Self Employed,UK,1760,IP32 6BG,43000,Own,0,6500,Defaulted
26,F,2,Self Employed,UK,4510,KT10 9NA,46000,Own,0,7689,Paid
37,M,5,Self Employed,UK,4780,SE5 8AA,23000,Mortgage,2,7697,Defaulted
20,F,1,Unemployed,UK,30,W5 3SW,31500,Own,1,3283,Defaulted
73,M,5,Unemployed,UK,8140,TN2 3QY,13000,Own,1,6887,Paid
69,F,44,Self Employed,UK,8300,WV8 1QS,38500,Own,1,978,Paid
70,M,38,Self Employed,UK,1150,S10 3QW,49500,Own,1,41700,Paid
66,M,8,Unemployed,UK,1310,CM4 9PS,34500,Own,2,30824,Defaulted
41,M,5,Unemployed,UK,2190,BT9 6TW,31500,Mortgage,1,19293,Paid
76,M,5,Self Employed,UK,4180,CW5 5GG,37500,Own,1,23225,Paid
49,F,24,Employed,UK,2360,SG8 8HW,38500,Own,2,24808,Paid
68,M,29,Self Employed,UK,70,JE3 3BJ,50500,Mortgage,0,6537,Paid
40,F,16,Self Employed,UK,6330,N5 2EP,39500,Mortgage,1,27593,Paid
86,F,24,Unemployed,UK,200,W11 2PS,27500,Own,1,17877,Paid
76,M,20,Self Employed,UK,1950,DE22 5JB,44500,Mortgage,1,22622,Defaulted
68,M,5,Self Employed,UK,180,CM6 1QZ,24000,Mortgage,0,9328,Paid
66,M,17,Unemployed,UK,5020,E10 6EP,54000,Rent,1,3586,Paid
64,M,47,Employed,UK,10,IM4 3AZ,46000,Rent,1,19792,Paid
41,M,4,Self Employed,UK,50,BN3 6BB,19000,Mortgage,0,5342,Paid
38,M,4,Self Employed,UK,1010,IM8 1NF,21000,Own,0,19366,Defaulted
18,F,1,Self Employed,UK,60,B90 1PS,37000,Mortgage,1,33398,Paid
43,F,21,Self Employed,UK,5170,TQ12 1QS,33000,Own,0,10696,Paid
68,M,39,Self Employed,UK,4940,DL5 6GR,16000,Mortgage,2,274,Defaulted
79,F,26,Self Employed,UK,10,BA22 7NT,41500,Own,1,26530,Paid
68,F,7,Self Employed,UK,2510,WD5 0ST,17000,Mortgage,2,2519,Defaulted
30,M,4,Self Employed,UK,6560,BT19 1AP,50500,Own,3,17001,Defaulted
30,F,1,Employed,UK,370,ME13 8NN,42000,Mortgage,0,36368,Defaulted
45,M,12,Self Employed,UK,1520,RH4 1NT,53000,Own,3,48799,Paid
62,F,9,Unemployed,UK,20,DE14 3DZ,51000,Own,1,7262,Defaulted
63,M,23,Self Employed,UK,530,BT47 3DX,46000,Own,1,31368,Paid
30,F,10,Self Employed,UK,4130,DH1 4DZ,19500,Mortgage,0,5317,Defaulted
17,M,1,Self Employed,UK,100,SW8 1BJ,31500,Own,3,947,Defaulted
57,F,31,Self Employed,UK,8490,CT8 8PR,44000,Own,2,41805,Defaulted
37,F,17,Self Employed,UK,1350,SL2 3PY,21000,Own,0,3755,Defaulted
73,M,38,Unemployed,UK,20,FK7 8AT,37500,Own,2,31232,Defaulted
34,F,3,Self Employed,UK,4750,BT47 6LS,52000,Mortgage,2,46916,Paid
79,M,21,Self Employed,UK,740,BS9 2RQ,52500,Rent,0,30452,Paid
41,M,18,Unemployed,UK,0,GL6 9DS,41500,Rent,3,17037,Defaulted
21,M,1,Employed,UK,8650,SY3 7AN,11000,Own,0,9960,Defaulted
57,M,23,Unemployed,UK,30,GL20 8NY,42000,Mortgage,0,13920,Paid
23,F,5,Self Employed,UK,1570,BT94 5BD,52500,Own,1,23003,Paid
35,F,17,Employed,UK,9540,ME20 7QE,29500,Own,0,29433,Defaulted
89,M,36,Unemployed,UK,2220,CH64 5TE,18500,Own,3,13110,Paid
40,M,25,Unemployed,UK,920,CM14 4NU,30000,Mortgage,0,17212,Defaulted
20,M,2,Employed,UK,290,RG17 0EQ,53500,Own,0,16543,Paid
63,M,29,Unemployed,UK,0,TN31 7NT,35000,Own,2,16928,Defaulted
49,F,3,Self Employed,UK,1790,BT29 4DU,39000,Mortgage,2,25163,Defaulted
50,M,2,Self Employed,UK,2390,BL8 4HA,48000,Own,1,2606,Paid
82,M,31,Employed,UK,40,WA14 4QY,38500,Rent,0,6843,Paid
39,M,1,Unemployed,UK,900,CT4 7SE,47000,Mortgage,0,41652,Defaulted
78,F,1,Unemployed,UK,9030,BN8 4HE,45500,Own,2,20275,Defaulted
85,M,8,Self Employed,UK,430,E11 1JA,47000,Own,3,24410,Defaulted
23,F,4,Self Employed,UK,1260,BT17 0ND,54000,Mortgage,2,51673,Defaulted
82,F,22,Self Employed,UK,3660,SW11 4JW,30500,Own,0,16284,Defaulted
63,M,33,Employed,UK,2690,SW16 2AY,41000,Own,0,29506,Paid
76,F,29,Self Employed,UK,4380,UB10 8DT,40000,Own,0,31774,Paid
67,F,7,Self Employed,UK,0,PO9 2RH,45000,Mortgage,0,23286,Paid
54,F,10,Unemployed,UK,0,W12 7EL,16500,Mortgage,0,9475,Paid
25,F,5,Unemployed,UK,160,AB15 9NQ,50000,Own,1,38577,Paid
69,F,39,Employed,UK,80,IV30 1TS,51000,Mortgage,1,13592,Paid
84,F,24,Self Employed,UK,530,LL15 2NF,53000,Rent,0,34513,Paid
37,F,11,Self Employed,UK,30,BA20 2JR,54000,Mortgage,2,51371,Defaulted
72,M,51,Unemployed,UK,6040,BH5 2BS,20500,Own,0,2107,Paid
17,M,1,Self Employed,UK,4040,HR1 4DX,51500,Own,0,13477,Paid
17,F,1,Self Employed,UK,60,CO4 9FX,50000,Rent,0,39968,Paid
81,M,10,Employed,UK,7720,KY16 9UJ,52500,Mortgage,0,48071,Defaulted
23,M,4,Unemployed,UK,5000,EH3 6QL,53500,Mortgage,0,1793,Paid
54,F,34,Employed,UK,3660,RH2 0TN,25500,Mortgage,0,9713,Paid
66,M,26,Self Employed,UK,1750,MK19 7DX,46000,Mortgage,1,1115,Paid
57,M,10,Unemployed,UK,20,NG8 1BX,33000,Own,0,26915,Paid
32,M,14,Unemployed,UK,7410,WA14 3LT,42500,Own,1,32133,Paid
56,M,12,Unemployed,UK,3210,BR3 3AJ,28000,Own,3,20686,Defaulted
87,M,25,Unemployed,UK,3320,TW12 1NE,26500,Own,1,7829,Paid
37,F,14,Employed,UK,1140,NP18 1AG,54500,Mortgage,3,24244,Defaulted
28,M,5,Unemployed,UK,1210,BT49 0SF,30500,Mortgage,0,17391,Paid
51,F,9,Self Employed,UK,4410,GL6 6QN,48000,Own,0,19924,Paid
33,M,16,Self Employed,UK,1180,S66 1AT,40500,Own,2,36618,Defaulted
36,M,10,Employed,UK,180,TN14 6DQ,53500,Mortgage,1,4623,Paid
78,M,48,Self Employed,UK,2170,LE10 1LB,45000,Own,1,13887,Paid
33,M,10,Self Employed,UK,8680,S32 1BA,51000,Mortgage,0,25970,Paid
57,F,38,Self Employed,UK,5960,SW16 2BB,35000,Mortgage,1,21956,Paid
87,M,16,Employed,UK,8920,NE61 1JR,28000,Mortgage,0,7299,Paid
64,M,30,Unemployed,UK,20,KT8 0BH,48000,Rent,1,8515,Paid
41,M,19,Retired,UK,4950,CT1 1XR,47500,Rent,1,37825,Paid
57,F,36,Unemployed,UK,1180,RH15 9UU,27500,Own,1,10824,Paid
62,F,24,Self Employed,UK,4180,KT16 0JU,25000,Mortgage,0,12590,Paid
89,M,71,Employed,UK,3270,GL54 1JU,25000,Own,0,21370,Paid
64,F,23,Self Employed,UK,8010,JE3 2FL,50500,Own,1,4480,Defaulted
67,M,45,Self Employed,UK,830,DE1 2SQ,24000,Own,0,16783,Paid
61,M,35,Self Employed,UK,7350,BS23 3HL,20000,Own,0,1714,Paid
77,M,18,Employed,UK,820,EH39 4BH,41000,Own,1,37060,Paid
28,F,4,Employed,UK,8660,GU7 2DU,13000,Own,1,8651,Defaulted
45,F,1,Unemployed,UK,4420,SL5 8DN,49000,Own,0,35694,Paid
68,F,45,Unemployed,UK,5140,GU6 8PS,37500,Own,0,23415,Paid
66,M,3,Self Employed,UK,6210,RH3 7ND,26000,Own,2,12092,Defaulted
24,M,7,Self Employed,UK,8250,HG1 2HE,16000,Own,2,13574,Paid
82,F,29,Self Employed,UK,8480,LE6 0GX,50500,Rent,0,17915,Defaulted
76,M,52,Employed,UK,310,KT9 1AX,49000,Own,3,18115,Paid
37,F,15,Employed,UK,1250,BS20 8PW,29500,Mortgage,0,16722,Paid
56,F,10,Self Employed,UK,6110,N19 3EG,36500,Rent,0,23061,Paid
65,M,47,Unemployed,UK,3760,CR0 5QD,37500,Own,0,11489,Paid
43,F,13,Self Employed,UK,3460,RG45 6JY,43000,Own,3,35297,Defaulted
47,M,28,Self Employed,UK,9940,CV7 8DN,17500,Own,0,4455,Paid
40,M,9,Self Employed,UK,3770,PR8 2AU,51000,Own,3,35981,Defaulted
35,F,4,Unemployed,UK,30,GU4 8HB,22000,Own,0,1557,Paid
65,F,12,Unemployed,UK,1400,PH3 1DB,47000,Own,0,38778,Paid
33,F,2,Employed,UK,450,BT44 0SL,32000,Own,1,16559,Paid
82,M,43,Self Employed,UK,4130,DE73 5YE,27000,Own,3,23219,Defaulted
54,M,12,Unemployed,UK,7620,OX33 1RG,47500,Mortgage,2,17592,Defaulted
80,F,53,Unemployed,UK,3410,IM8 3NA,37500,Own,1,4050,Paid
17,M,1,Unemployed,UK,7380,CM3 6BY,46500,Mortgage,2,1365,Defaulted
58,F,32,Self Employed,UK,1630,TN4 0NN,48000,Rent,1,10573,Paid
35,F,6,Unemployed,UK,7320,HU13 0RU,39500,Own,3,8221,Defaulted
45,M,2,Unemployed,UK,450,BT9 5PZ,28000,Rent,3,21750,Defaulted
30,F,11,Unemployed,UK,870,CM2 0TU,36500,Rent,0,32167,Paid
69,F,46,Self Employed,UK,4370,WA11 7NX,52000,Own,0,19630,Paid
25,M,6,Unemployed,UK,0,RH5 6BP,35500,Mortgage,0,9909,Paid
56,M,19,Employed,UK,540,GU12 5LJ,32500,Own,0,31212,Paid
52,F,14,Self Employed,UK,2330,PH7 3PJ,24500,Own,0,18818,Paid
39,F,21,Employed,UK,5910,NG18 2AB,43000,Own,2,18876,Paid
50,M,11,Self Employed,UK,520,OX25 5NA,47500,Mortgage,3,28760,Defaulted
21,F,4,Self Employed,UK,1090,N22 7XN,44000,Rent,0,20456,Paid
19,M,1,Self Employed,UK,100,SG14 3JA,51500,Mortgage,0,617,Paid
78,M,2,Self Employed,UK,4560,BT20 5HX,49500,Mortgage,1,22055,Paid
31,F,8,Self Employed,UK,700,EC4Y 1HT,50500,Own,0,8112,Defaulted
49,F,20,Unemployed,UK,4170,BT49 0NJ,29000,Mortgage,0,28513,Paid
31,M,9,Self Employed,UK,340,SW19 6NX,18000,Mortgage,0,14478,Defaulted
52,M,26,Self Employed,UK,770,GL54 3JD,22000,Own,3,18839,Defaulted
47,M,24,Employed,UK,5580,S1 4JN,39000,Mortgage,2,37557,Paid
79,M,15,Employed,UK,6320,KY2 5NE,25000,Mortgage,1,488,Defaulted
83,F,53,Unemployed,UK,9780,BS16 5RW,9000,Own,2,8351,Defaulted
69,F,17,Employed,UK,6870,EN7 5BG,47000,Mortgage,0,23896,Defaulted
30,F,10,Unemployed,UK,6110,NE6 5YD,44500,Own,0,13273,Paid
68,F,30,Unemployed,UK,750,NP16 6LX,35500,Own,0,13094,Paid
64,M,41,Self Employed,UK,9350,IM4 4PZ,33500,Rent,1,4851,Defaulted
24,M,6,Self Employed,UK,690,SW6 1RL,53500,Mortgage,3,10278,Defaulted
74,F,33,Unemployed,UK,800,NR34 8BL,40000,Rent,0,12062,Defaulted
67,M,19,Unemployed,UK,880,EN4 8TY,49000,Rent,1,5506,Defaulted
62,M,21,Self Employed,UK,840,GU46 6QF,41000,Mortgage,0,11865,Paid
67,M,29,Self Employed,UK,290,CH60 8QQ,23500,Own,0,1256,Paid
75,F,55,Unemployed,UK,3230,EH10 4DE,43500,Own,0,38107,Paid
70,M,42,Self Employed,UK,6590,CW6 0DP,31000,Mortgage,0,15605,Paid
86,F,43,Employed,UK,2410,LS29 8TJ,44500,Own,1,34243,Paid
60,F,8,Self Employed,UK,1080,GL50 2PT,29000,Own,2,1410,Defaulted
43,M,9,Self Employed,UK,9290,MK43 9DW,29500,Mortgage,0,5050,Defaulted
25,F,4,Unemployed,UK,4000,PE8 5AN,33000,Own,0,2259,Defaulted
35,M,14,Self Employed,UK,1680,E14 7NE,51500,Own,3,49573,Defaulted
31,F,10,Self Employed,UK,1720,BT36 5JJ,40500,Mortgage,2,11535,Paid
18,F,1,Self Employed,UK,1220,BT55 7PE,42000,Own,2,18156,Defaulted
62,F,31,Self Employed,UK,2810,TA22 9EL,36000,Mortgage,0,26791,Defaulted
89,M,4,Unemployed,UK,8750,SE20 8NN,42000,Own,1,19958,Defaulted
18,F,1,Self Employed,UK,1380,CV37 7DP,50500,Mortgage,1,41055,Paid
21,M,4,Self Employed,UK,4760,CW5 5UR,39500,Mortgage,2,12731,Defaulted
20,F,3,Employed,UK,1140,W9 3LY,27000,Rent,3,7181,Defaulted
77,F,47,Unemployed,UK,1990,BT23 6QH,37000,Mortgage,0,30181,Paid
42,M,7,Unemployed,UK,3430,EH10 4LL,40500,Own,0,33896,Paid
66,M,17,Self Employed,UK,9040,DL2 1AG,36000,Own,1,16173,Paid
39,F,19,Self Employed,UK,1770,EH13 0DT,54000,Mortgage,2,30523,Defaulted
